"","refmet_name","super_class","main_class","sub_class","formula","exactmass","inchi_key","pubchem_cid","standard","pubchem_sid","KEGGID","chebiid"
"1575","PC(15:0_20:4)","Glycerophospholipids","Glycerophosphocholines","PC","C43H78NO8P","767.5465",NA,NA,NA,NA,NA,NA
"1576","PS(40:1)","Glycerophospholipids","Glycerophosphoserines","PS","C46H88NO10P","845.614587",NA,NA,NA,NA,NA,NA
"1577","aspartate-13C4 [iSTD]",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1578","PS(40:5)","Glycerophospholipids","Glycerophosphoserines","PS","C46H80NO10P","837.551987",NA,NA,NA,NA,NA,NA
"1579","PS(40:6)","Glycerophospholipids","Glycerophosphoserines","PS","C46H78NO10P","835.536337",NA,NA,NA,NA,NA,NA
"1580","PS(40:8)","Glycerophospholipids","Glycerophosphoserines","PS","C46H74NO10P","831.5050",NA,NA,NA,NA,NA,NA
"1581","PC(16:0_18:2)","Glycerophospholipids","Glycerophosphocholines","PC","C42H80NO8P","757.5622",NA,NA,NA,NA,NA,NA
"1582","PC(16:0/18:2)","Glycerophospholipids","Glycerophosphocholines","PC","C42H80NO8P","757.5622",NA,NA,NA,NA,NA,NA
"1583","TG(16:0_18:2_20:4)","Glycerolipids","Triradylglycerols","TAG","C57H98O6","878.7363",NA,NA,NA,NA,NA,NA
"1584","PC(16:0_20:1)","Glycerophospholipids","Glycerophosphocholines","PC","C44H86NO8P","787.6091",NA,NA,NA,NA,NA,NA
"1585","Car(8:0)-D3 [iSTD]",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1586","SM(d41:2)","Sphingolipids","Sphingomyelins","SM","C46H91N2O6P","798.6615",NA,NA,NA,NA,NA,NA
"1587","PC(16:0/20:4)","Glycerophospholipids","Glycerophosphocholines","PC","C44H80NO8P","781.5622",NA,NA,NA,NA,NA,NA
"1588","PC(16:0_20:5)","Glycerophospholipids","Glycerophosphocholines","PC","C44H78NO8P","779.5465",NA,NA,NA,NA,NA,NA
"1589","PC(16:0_22:4)","Glycerophospholipids","Glycerophosphocholines","PC","C46H84NO8P","809.5935",NA,NA,NA,NA,NA,NA
"1590","PC(16:0_22:5)","Glycerophospholipids","Glycerophosphocholines","PC","C46H82NO8P","807.5778",NA,NA,NA,NA,NA,NA
"1591","PC(16:0_22:6)","Glycerophospholipids","Glycerophosphocholines","PC","C46H80NO8P","805.5622",NA,NA,NA,NA,NA,NA
"1592","PC(16:0/22:6)","Glycerophospholipids","Glycerophosphocholines","PC","C46H80NO8P","805.5622",NA,NA,NA,NA,NA,NA
"1593","PC(16:1)","Glycerophospholipids","Glycerophosphocholines","PC","C24H46NO8P","507.296107",NA,NA,NA,NA,NA,NA
"1594","PC(16:1_18:2)","Glycerophospholipids","Glycerophosphocholines","PC","C42H78NO8P","755.5465",NA,NA,NA,NA,NA,NA
"1595","PC(16:1_20:4)","Glycerophospholipids","Glycerophosphocholines","PC","C44H78NO8P","779.5465",NA,NA,NA,NA,NA,NA
"1596","TG(18:0_18:1_18:2)","Glycerolipids","Triradylglycerols","TAG","C57H104O6","884.7833",NA,NA,NA,NA,NA,NA
"1597","GTInternalStandard_CE(18:1(9z,d7)) [iSTD]",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1598","PC(17:0_18:2)","Glycerophospholipids","Glycerophosphocholines","PC","C43H82NO8P","771.5778",NA,NA,NA,NA,NA,NA
"1599","Cer(d19:1/24:1)","Sphingolipids","Ceramides","Cer","C43H83NO4","662.6373",NA,NA,NA,NA,NA,NA
"1600","TG(18:1_18:1_18:1)","Glycerolipids","Triradylglycerols","TAG","C57H104O6","884.78329",NA,NA,NA,NA,NA,NA
"1601","Cer(d32:1)","Sphingolipids","Ceramides","Cer","C32H63NO3","509.4808",NA,NA,NA,NA,NA,NA
"1602","PC(17:1)","Glycerophospholipids","Glycerophosphocholines","PC","C25H48NO8P","521.311757",NA,NA,NA,NA,NA,NA
"1603","PC(18:0)","Glycerophospholipids","Glycerophosphocholines","PC","C26H52NO8P","537.343057",NA,NA,NA,NA,NA,NA
"1604","TG(18:1_18:2_18:2)","Glycerolipids","Triradylglycerols","TAG","C57H100O6","880.7520",NA,NA,NA,NA,NA,NA
"1605","Stigmasterol Ester(20:4)/Sitosterol Ester(20:5)","Sterol Lipids","Sterol esters","Chol. esters","C49H78O2","698.6002",NA,NA,NA,NA,NA,NA
"1606","PC(18:0_18:2)","Glycerophospholipids","Glycerophosphocholines","PC","C44H84NO8P","785.5935",NA,NA,NA,NA,NA,NA
"1607","PC(18:0/18:2)","Glycerophospholipids","Glycerophosphocholines","PC","C44H84NO8P","785.5935",NA,NA,NA,NA,NA,NA
"1608","SM(d36:4)","Sphingolipids","Sphingomyelins","SM","C41H77N2O6P","724.5519",NA,NA,NA,NA,NA,NA
"1609","TG(18:1_20:1_22:4)","Glycerolipids","Triradylglycerols","TAG","C63H110O6","962.83024",NA,NA,NA,NA,NA,NA
"1610","PC(18:0_20:4)","Glycerophospholipids","Glycerophosphocholines","PC","C46H84NO8P","809.5935",NA,NA,NA,NA,NA,NA
"1611","PC(18:0/20:4)","Glycerophospholipids","Glycerophosphocholines","PC","C46H84NO8P","809.5935",NA,NA,NA,NA,NA,NA
"1612","PC(18:0/20:5)","Glycerophospholipids","Glycerophosphocholines","PC","C46H82NO8P","807.5778",NA,NA,NA,NA,NA,NA
"1613","Hydroxyproline","Organic acids","Amino acids and peptides","Amino acids","C5H9NO3","131.0582",NA,NA,NA,NA,NA,NA
"1614","TG(18:2_18:2_23:1)","Glycerolipids","Triradylglycerols","TAG","C62H112O6","952.84589",NA,NA,NA,NA,NA,NA
"1615","TG(18:2_18:2_24:1)","Glycerolipids","Triradylglycerols","TAG","C63H112O6","964.84589",NA,NA,NA,NA,NA,NA
"1616","PC(18:0/22:6)","Glycerophospholipids","Glycerophosphocholines","PC","C48H84NO8P","833.5935",NA,NA,NA,NA,NA,NA
"1617","phenylalanine-d8 [iSTD]",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1618","PC(18:1/18:1)","Glycerophospholipids","Glycerophosphocholines","PC","C44H84NO8P","785.5935",NA,NA,NA,NA,NA,NA
"1619","PC(18:1_18:2)","Glycerophospholipids","Glycerophosphocholines","PC","C44H82NO8P","783.5778",NA,NA,NA,NA,NA,NA
"1620","CAR(20:1)","Fatty Acyls","Fatty esters","Acyl carnitines","C27H51NO4","453.3818",NA,NA,NA,NA,NA,NA
"1621","TG(2:0_16:1_18:2)","Glycerolipids","Triradylglycerols","TAG","C39H68O6","632.5016",NA,NA,NA,NA,NA,NA
"1622","PC(18:1_22:0)","Glycerophospholipids","Glycerophosphocholines","PC","C48H94NO8P","843.671707",NA,NA,NA,NA,NA,NA
"1623","PC(18:1_22:5)","Glycerophospholipids","Glycerophosphocholines","PC","C48H84NO8P","833.593457",NA,NA,NA,NA,NA,NA
"1624","PC(18:1_22:6)","Glycerophospholipids","Glycerophosphocholines","PC","C48H82NO8P","831.5778",NA,NA,NA,NA,NA,NA
"1625","TG(32:0)","Glycerolipids","Triradylglycerols","TAG","C35H66O6","582.48594",NA,NA,NA,NA,NA,NA
"1626","PC(18:2/16:0)","Glycerophospholipids","Glycerophosphocholines","PC","C42H80NO8P","757.5622",NA,NA,NA,NA,NA,NA
"1627","TG(36:0)","Glycerolipids","Triradylglycerols","TAG","C39H74O6","638.54854",NA,NA,NA,NA,NA,NA
"1628","PC(18:2_19:0)","Glycerophospholipids","Glycerophosphocholines","PC","C45H86NO8P","799.609107",NA,NA,NA,NA,NA,NA
"1629","PC(18:2_20:1)","Glycerophospholipids","Glycerophosphocholines","PC","C46H86NO8P","811.609107",NA,NA,NA,NA,NA,NA
"1630","PC(18:2_20:4)","Glycerophospholipids","Glycerophosphocholines","PC","C46H80NO8P","805.5622",NA,NA,NA,NA,NA,NA
"1631","PE(39:6)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C44H76NO8P","777.530857",NA,NA,NA,NA,NA,NA
"1632","PC(18:2_22:6)","Glycerophospholipids","Glycerophosphocholines","PC","C48H80NO8P","829.5622",NA,NA,NA,NA,NA,NA
"1633","PC(19:0)","Glycerophospholipids","Glycerophosphocholines","PC","C27H54NO8P","551.358707",NA,NA,NA,NA,NA,NA
"1634","PC(19:0_20:4)","Glycerophospholipids","Glycerophosphocholines","PC","C47H86NO8P","823.609107",NA,NA,NA,NA,NA,NA
"1635","TG(38:4)","Glycerolipids","Triradylglycerols","TAG","C41H70O6","658.51724",NA,NA,NA,NA,NA,NA
"1636","TG(39:1)","Glycerolipids","Triradylglycerols","TAG","C42H78O6","678.57984",NA,NA,NA,NA,NA,NA
"1637","PC(20:1)","Glycerophospholipids","Glycerophosphocholines","PC","C28H54NO8P","563.358707",NA,NA,NA,NA,NA,NA
"1638","TG(40:0)","Glycerolipids","Triradylglycerols","TAG","C43H82O6","694.6111",NA,NA,NA,NA,NA,NA
"1639","SM(d44:3)","Sphingolipids","Sphingomyelins","SM","C49H95N2O6P","838.6928",NA,NA,NA,NA,NA,NA
"1640","SM(d45:0)","Sphingolipids","Sphingomyelins","SM","C50H103N2O6P","858.7554",NA,NA,NA,NA,NA,NA
"1641","TG(4:0_16:0_16:0)","Glycerolipids","Triradylglycerols","TAG","C39H74O6","638.54854",NA,NA,NA,NA,NA,NA
"1642","PC(20:3)","Glycerophospholipids","Glycerophosphocholines","PC","C28H50NO8P","559.327407",NA,NA,NA,NA,NA,NA
"1643","SM(d35:3)","Sphingolipids","Sphingomyelins","SM","C40H77N2O6P","712.5519",NA,NA,NA,NA,NA,NA
"1644","SM(d36:0)","Sphingolipids","Sphingomyelins","SM","C41H85N2O6P","732.6145",NA,NA,NA,NA,NA,NA
"1645","PE(18:2)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C23H42NO8P","491.264807",NA,NA,NA,NA,NA,NA
"1646","leucine-13C6 [iSTD]",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1647","TG(4:0_18:2_18:3)","Glycerolipids","Triradylglycerols","TAG","C43H72O6","684.53289",NA,NA,NA,NA,NA,NA
"1648","PC(30:0)","Glycerophospholipids","Glycerophosphocholines","PC","C38H76NO8P","705.5309",NA,NA,NA,NA,NA,NA
"1649","PC(22:0)","Glycerophospholipids","Glycerophosphocholines","PC","C30H60NO8P","593.405657",NA,NA,NA,NA,NA,NA
"1650","TG(40:4)","Glycerolipids","Triradylglycerols","TAG","C43H74O6","686.54854",NA,NA,NA,NA,NA,NA
"1651","TG(40:5)","Glycerolipids","Triradylglycerols","TAG","C43H72O6","684.53289",NA,NA,NA,NA,NA,NA
"1652","PS(36:1)","Glycerophospholipids","Glycerophosphoserines","PS","C42H80NO10P","789.551987",NA,NA,NA,NA,NA,NA
"1653","Cer(d40:2)","Sphingolipids","Ceramides","Cer","C40H77NO3","619.5903",NA,NA,NA,NA,NA,NA
"1654","Cer(d41:0)","Sphingolipids","Ceramides","Cer","C41H83NO3","637.6373",NA,NA,NA,NA,NA,NA
"1655","PC(24:1)","Glycerophospholipids","Glycerophosphocholines","PC","C32H62NO8P","619.4213",NA,NA,NA,NA,NA,NA
"1656","PC(24:2)","Glycerophospholipids","Glycerophosphocholines","PC","C32H60NO8P","617.405657",NA,NA,NA,NA,NA,NA
"1657","Cer(d42:1)","Sphingolipids","Ceramides","Cer","C42H83NO3","649.6373",NA,NA,NA,NA,NA,NA
"1658","PI(18:0_22:4)","Glycerophospholipids","Glycerophosphoinositols","PI","C49H87O13P","914.588433",NA,NA,NA,NA,NA,NA
"1659","PC(28:1)","Glycerophospholipids","Glycerophosphocholines","PC","C36H70NO8P","675.4839",NA,NA,NA,NA,NA,NA
"1660","TG(42:6)","Glycerolipids","Triradylglycerols","TAG","C45H74O6","710.54854",NA,NA,NA,NA,NA,NA
"1661","PC(33:1)","Glycerophospholipids","Glycerophosphocholines","PC","C41H80NO8P","745.5622",NA,NA,NA,NA,NA,NA
"1662","PC(30:1)","Glycerophospholipids","Glycerophosphocholines","PC","C38H74NO8P","703.5152",NA,NA,NA,NA,NA,NA
"1663","PI(32:1)","Glycerophospholipids","Glycerophosphoinositols","PI","C41H77O13P","808.5102",NA,NA,NA,NA,NA,NA
"1664","PC(31:1)","Glycerophospholipids","Glycerophosphocholines","PC","C39H76NO8P","717.5309",NA,NA,NA,NA,NA,NA
"1665","Cer(d18:1/24:1)","Sphingolipids","Ceramides","Cer","C42H81NO3","647.6216",NA,NA,NA,NA,NA,NA
"1666","PC(32:0)","Glycerophospholipids","Glycerophosphocholines","PC","C40H80NO8P","733.5622",NA,NA,NA,NA,NA,NA
"1667","PC(32:1)","Glycerophospholipids","Glycerophosphocholines","PC","C40H78NO8P","731.5465",NA,NA,NA,NA,NA,NA
"1668","TG(44:4)","Glycerolipids","Triradylglycerols","TAG","C47H82O6","742.6111",NA,NA,NA,NA,NA,NA
"1669","CAR(DC16:3)","Fatty Acyls","Fatty esters","Acyl carnitines","C23H37NO6","423.262089",NA,NA,NA,NA,NA,NA
"1670","PC(32:4)","Glycerophospholipids","Glycerophosphocholines","PC","C40H72NO8P","725.4996",NA,NA,NA,NA,NA,NA
"1671","Cer(d18:2/18:0)","Sphingolipids","Ceramides","Cer","C36H69NO3","563.5277",NA,NA,NA,NA,NA,NA
"1672","PC(32:6)","Glycerophospholipids","Glycerophosphocholines","PC","C40H68NO8P","721.4683",NA,NA,NA,NA,NA,NA
"1673","TG(46:0)","Glycerolipids","Triradylglycerols","TAG","C49H94O6","778.7050",NA,NA,NA,NA,NA,NA
"1674","TG(46:1)","Glycerolipids","Triradylglycerols","TAG","C49H92O6","776.6894",NA,NA,NA,NA,NA,NA
"1675","TG(46:2)","Glycerolipids","Triradylglycerols","TAG","C49H90O6","774.6737",NA,NA,NA,NA,NA,NA
"1676","PC(33:3)","Glycerophospholipids","Glycerophosphocholines","PC","C41H76NO8P","741.5309",NA,NA,NA,NA,NA,NA
"1677","TG(46:4)","Glycerolipids","Triradylglycerols","TAG","C49H86O6","770.6424",NA,NA,NA,NA,NA,NA
"1678","TG(46:5)","Glycerolipids","Triradylglycerols","TAG","C49H84O6","768.6268",NA,NA,NA,NA,NA,NA
"1679","PC(34:2)","Glycerophospholipids","Glycerophosphocholines","PC","C42H80NO8P","757.5622",NA,NA,NA,NA,NA,NA
"1680","PC(34:3)","Glycerophospholipids","Glycerophosphocholines","PC","C42H78NO8P","755.5465",NA,NA,NA,NA,NA,NA
"1681","PC(34:4)","Glycerophospholipids","Glycerophosphocholines","PC","C42H76NO8P","753.5309",NA,NA,NA,NA,NA,NA
"1682","PC(34:5)","Glycerophospholipids","Glycerophosphocholines","PC","C42H74NO8P","751.5152",NA,NA,NA,NA,NA,NA
"1683","Cer(d34:1)","Sphingolipids","Ceramides","Cer","C34H67NO3","537.5121",NA,NA,NA,NA,NA,NA
"1684","PC(35:1)","Glycerophospholipids","Glycerophosphocholines","PC","C43H84NO8P","773.5935",NA,NA,NA,NA,NA,NA
"1685","PC(35:2)","Glycerophospholipids","Glycerophosphocholines","PC","C43H82NO8P","771.5778",NA,NA,NA,NA,NA,NA
"1686","PC(35:3)","Glycerophospholipids","Glycerophosphocholines","PC","C43H80NO8P","769.5622",NA,NA,NA,NA,NA,NA
"1687","PC(35:4)","Glycerophospholipids","Glycerophosphocholines","PC","C43H78NO8P","767.5465",NA,NA,NA,NA,NA,NA
"1688","PC(35:5)","Glycerophospholipids","Glycerophosphocholines","PC","C43H76NO8P","765.5309",NA,NA,NA,NA,NA,NA
"1689","TG(48:5)","Glycerolipids","Triradylglycerols","TAG","C51H88O6","796.6581",NA,NA,NA,NA,NA,NA
"1690","PC(36:1)","Glycerophospholipids","Glycerophosphocholines","PC","C44H86NO8P","787.6091",NA,NA,NA,NA,NA,NA
"1691","TG(49:0)","Glycerolipids","Triradylglycerols","TAG","C52H100O6","820.7520",NA,NA,NA,NA,NA,NA
"1692","PC(36:3)","Glycerophospholipids","Glycerophosphocholines","PC","C44H82NO8P","783.5778",NA,NA,NA,NA,NA,NA
"1693","TG(49:2)","Glycerolipids","Triradylglycerols","TAG","C52H96O6","816.7207",NA,NA,NA,NA,NA,NA
"1694","TG(49:3)","Glycerolipids","Triradylglycerols","TAG","C52H94O6","814.7050",NA,NA,NA,NA,NA,NA
"1695","TG(49:4)","Glycerolipids","Triradylglycerols","TAG","C52H92O6","812.6894",NA,NA,NA,NA,NA,NA
"1696","Docosahexaenoyl-CoA","Fatty Acyls","Fatty esters","Acyl CoAs","C43H66N7O17P3S","1077.3449",NA,NA,NA,NA,NA,NA
"1697","TG(50:0)","Glycerolipids","Triradylglycerols","TAG","C53H102O6","834.7676",NA,NA,NA,NA,NA,NA
"1698","TG(50:1)","Glycerolipids","Triradylglycerols","TAG","C53H100O6","832.7520",NA,NA,NA,NA,NA,NA
"1699","TG(5:0_18:1_18:2)","Glycerolipids","Triradylglycerols","TAG","C44H78O6","702.5798",NA,NA,NA,NA,NA,NA
"1700","TG(50:2)","Glycerolipids","Triradylglycerols","TAG","C53H98O6","830.7363",NA,NA,NA,NA,NA,NA
"1701","TG(50:3)","Glycerolipids","Triradylglycerols","TAG","C53H96O6","828.7207",NA,NA,NA,NA,NA,NA
"1702","TG(50:4)","Glycerolipids","Triradylglycerols","TAG","C53H94O6","826.7050",NA,NA,NA,NA,NA,NA
"1703","Dodecenoyl-CoA","Fatty Acyls","Fatty esters","Acyl CoAs","C33H56N7O17P3S","947.2666",NA,NA,NA,NA,NA,NA
"1704","TG(50:6)","Glycerolipids","Triradylglycerols","TAG","C53H90O6","822.6737",NA,NA,NA,NA,NA,NA
"1705","Trimethylbenzene","Benzenoids","Benzenes","Benzenes","C9H12","120.0939",NA,NA,NA,NA,NA,NA
"1706","Eicosapentenoyl-CoA","Fatty Acyls","Fatty esters","Acyl CoAs","C41H64N7O17P3S","1051.3292",NA,NA,NA,NA,NA,NA
"1707","Eicosatrienoyl-CoA","Fatty Acyls","Fatty esters","Acyl CoAs","C41H68N7O17P3S","1055.3605",NA,NA,NA,NA,NA,NA
"1708","Eicosenoyl-CoA","Fatty Acyls","Fatty esters","Acyl CoAs","C41H72N7O17P3S","1059.3918",NA,NA,NA,NA,NA,NA
"1709","TG(51:2)","Glycerolipids","Triradylglycerols","TAG","C54H100O6","844.7520",NA,NA,NA,NA,NA,NA
"1710","TG(51:4)","Glycerolipids","Triradylglycerols","TAG","C54H96O6","840.7207",NA,NA,NA,NA,NA,NA
"1711","PC(38:6)","Glycerophospholipids","Glycerophosphocholines","PC","C46H80NO8P","805.5622",NA,NA,NA,NA,NA,NA
"1712","PC(38:7)","Glycerophospholipids","Glycerophosphocholines","PC","C46H78NO8P","803.5465",NA,NA,NA,NA,NA,NA
"1713","PC(39:3)","Glycerophospholipids","Glycerophosphocholines","PC","C47H88NO8P","825.624757",NA,NA,NA,NA,NA,NA
"1714","Cer(d18:0/22:1)","Sphingolipids","Ceramides","DHCer","C40H79NO3","621.606",NA,NA,NA,NA,NA,NA
"1715","TG(52:2)","Glycerolipids","Triradylglycerols","TAG","C55H102O6","858.7676",NA,NA,NA,NA,NA,NA
"1716","TG(52:3)","Glycerolipids","Triradylglycerols","TAG","C55H100O6","856.7520",NA,NA,NA,NA,NA,NA
"1717","TG(52:4)","Glycerolipids","Triradylglycerols","TAG","C55H98O6","854.7363",NA,NA,NA,NA,NA,NA
"1718","PC(40:1)","Glycerophospholipids","Glycerophosphocholines","PC","C48H94NO8P","843.6717",NA,NA,NA,NA,NA,NA
"1719","PC(40:2)","Glycerophospholipids","Glycerophosphocholines","PC","C48H92NO8P","841.6561",NA,NA,NA,NA,NA,NA
"1720","PC(40:4)","Glycerophospholipids","Glycerophosphocholines","PC","C48H88NO8P","837.6248",NA,NA,NA,NA,NA,NA
"1721","TG(52:8)","Glycerolipids","Triradylglycerols","TAG","C55H90O6","846.6737",NA,NA,NA,NA,NA,NA
"1722","Hydroxydodecanoyl-CoA","Fatty Acyls","Fatty esters","Acyl CoAs","C33H58N7O18P3S","965.2772",NA,NA,NA,NA,NA,NA
"1723","TG(53:1)","Glycerolipids","Triradylglycerols","TAG","C56H106O6","874.7989",NA,NA,NA,NA,NA,NA
"1724","TG(53:2)","Glycerolipids","Triradylglycerols","TAG","C56H104O6","872.7833",NA,NA,NA,NA,NA,NA
"1725","Isopentenoyl-CoA","Fatty Acyls","Fatty esters","Acyl CoAs","C26H42N7O17P3S","849.1571",NA,NA,NA,NA,NA,NA
"1726","TG(53:3)","Glycerolipids","Triradylglycerols","TAG","C56H102O6","870.7676",NA,NA,NA,NA,NA,NA
"1727","TG(53:4)","Glycerolipids","Triradylglycerols","TAG","C56H100O6","868.7520",NA,NA,NA,NA,NA,NA
"1728","TG(53:5)","Glycerolipids","Triradylglycerols","TAG","C56H98O6","866.7363",NA,NA,NA,NA,NA,NA
"1729","PC(41:7)","Glycerophospholipids","Glycerophosphocholines","PC","C49H84NO8P","845.5929",NA,NA,NA,NA,NA,NA
"1730","TG(53:7)","Glycerolipids","Triradylglycerols","TAG","C56H94O6","862.7050",NA,NA,NA,NA,NA,NA
"1731","TG(54:1)","Glycerolipids","Triradylglycerols","TAG","C57H108O6","888.8146",NA,NA,NA,NA,NA,NA
"1732","TG(54:2)","Glycerolipids","Triradylglycerols","TAG","C57H106O6","886.7989",NA,NA,NA,NA,NA,NA
"1733","PC(42:3)","Glycerophospholipids","Glycerophosphocholines","PC","C50H94NO8P","867.6717",NA,NA,NA,NA,NA,NA
"1734","PC(42:4)","Glycerophospholipids","Glycerophosphocholines","PC","C50H92NO8P","865.6561",NA,NA,NA,NA,NA,NA
"1735","Nonadecenoyl-CoA","Fatty Acyls","Fatty esters","Acyl CoAs","C40H68N7O17P3S","1043.3605",NA,NA,NA,NA,NA,NA
"1736","PC(42:6)","Glycerophospholipids","Glycerophosphocholines","PC","C50H88NO8P","861.6248",NA,NA,NA,NA,NA,NA
"1737","PE(34:3)","Glycerophospholipids","Glycerophosphoethanolamines","PE","C39H72NO8P","713.4996",NA,NA,NA,NA,NA,NA
"1738","PC(42:8)","Glycerophospholipids","Glycerophosphocholines","PC","C50H84NO8P","857.5935",NA,NA,NA,NA,NA,NA
"1739","GlcCer(d34:1)","Sphingolipids","Glycosphingolipids","HexCer","C40H77NO8","699.5649",NA,NA,NA,NA,NA,NA
"1740","GlcCer(d36:1)","Sphingolipids","Glycosphingolipids","HexCer","C42H81NO8","727.596219",NA,NA,NA,NA,NA,NA
"1741","GlcCer(d38:1)","Sphingolipids","Glycosphingolipids","HexCer","C44H85NO8","755.6275",NA,NA,NA,NA,NA,NA
"1742","PC(44:5)","Glycerophospholipids","Glycerophosphocholines","PC","C52H94NO8P","891.6717",NA,NA,NA,NA,NA,NA
"1743","TG(55:3)","Glycerolipids","Triradylglycerols","TAG","C58H106O6","898.7989",NA,NA,NA,NA,NA,NA
"1744","PC(46:5)","Glycerophospholipids","Glycerophosphocholines","PC","C54H98NO8P","919.7030",NA,NA,NA,NA,NA,NA
"1745","GlcCer(d42:2)","Sphingolipids","Glycosphingolipids","HexCer","C48H91NO8","809.6745",NA,NA,NA,NA,NA,NA
"1746","GlcCer(d44:1)","Sphingolipids","Glycosphingolipids","HexCer","C50H97NO8","839.7214",NA,NA,NA,NA,NA,NA
"1747","LPE(16:1)","Glycerophospholipids","Glycerophosphoethanolamines","LPE","C21H42NO7P","451.2699",NA,NA,NA,NA,NA,NA
"1748","TG(55:8)","Glycerolipids","Triradylglycerols","TAG","C58H96O6","888.7207",NA,NA,NA,NA,NA,NA
"1749","LPE(18:1)","Glycerophospholipids","Glycerophosphoethanolamines","LPE","C23H46NO7P","479.3012",NA,NA,NA,NA,NA,NA
"1750","HexCer(d38:1)","Sphingolipids","Glycosphingolipids","HexCer","C44H85NO8","755.6275",NA,NA,NA,NA,NA,NA
"1751","LPE(18:3)","Glycerophospholipids","Glycerophosphoethanolamines","LPE","C23H42NO7P","475.2699",NA,NA,NA,NA,NA,NA
"1752","HexCer(d40:1(OH))","Sphingolipids","Glycosphingolipids","HexCer","C46H89NO9","799.653734",NA,NA,NA,NA,NA,NA
"1753","LPE(20:1)","Glycerophospholipids","Glycerophosphoethanolamines","LPE","C25H50NO7P","507.3325",NA,NA,NA,NA,NA,NA
"1754","HexCer(d42:1)","Sphingolipids","Glycosphingolipids","HexCer","C48H93NO8","811.6901",NA,NA,NA,NA,NA,NA
"1755","LPE(22:0)","Glycerophospholipids","Glycerophosphoethanolamines","LPE","C27H56NO7P","537.3794",NA,NA,NA,NA,NA,NA
"1756","TG(56:6)","Glycerolipids","Triradylglycerols","TAG","C59H102O6","906.7676",NA,NA,NA,NA,NA,NA
"1757","PE(O-18:0/22:4)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C45H84NO7P","781.598542",NA,NA,NA,NA,NA,NA
"1758","TG(56:8)","Glycerolipids","Triradylglycerols","TAG","C59H98O6","902.7363",NA,NA,NA,NA,NA,NA
"1759","PE(O-20:0/18:2)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C43H84NO7P","757.598542",NA,NA,NA,NA,NA,NA
"1760","PE(O-20:0/20:4)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C45H84NO7P","781.598542",NA,NA,NA,NA,NA,NA
"1761","PG(18:1_18:2)","Glycerophospholipids","Glycerophosphoglycerols","PG","C42H77O10P","772.525438",NA,NA,NA,NA,NA,NA
"1762","PG(20:4/20:4)","Glycerophospholipids","Glycerophosphoglycerols","PG","C46H75O10P","818.509788",NA,NA,NA,NA,NA,NA
"1763","PE(P-16:0/20:3)/PE(O-16:1/20:3)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C41H76NO7P","725.535942",NA,NA,NA,NA,NA,NA
"1764","PE(P-39:6)/PE(O-39:7)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C44H76NO7P","761.535942",NA,NA,NA,NA,NA,NA
"1765","PG(34:2)","Glycerophospholipids","Glycerophosphoglycerols","PG","C40H75O10P","746.509788",NA,NA,NA,NA,NA,NA
"1766","PG(36:3)","Glycerophospholipids","Glycerophosphoglycerols","PG","C42H77O10P","772.525438",NA,NA,NA,NA,NA,NA
"1767","PG(40:8)","Glycerophospholipids","Glycerophosphoglycerols","PG","C46H75O10P","818.509788",NA,NA,NA,NA,NA,NA
"1768","PG(44:12)","Glycerophospholipids","Glycerophosphoglycerols","PG","C50H75O10P","866.5098",NA,NA,NA,NA,NA,NA
"1769","PE(P-18:0/18:1)/PE(O-18:1/18:1)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C41H80NO7P","729.5672",NA,NA,NA,NA,NA,NA
"1770","PI(16:0_16:1)","Glycerophospholipids","Glycerophosphoinositols","PI","C41H77O13P","808.510183",NA,NA,NA,NA,NA,NA
"1771","PE(P-18:0/20:4)/PE(O-18:1/20:4)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C43H78NO7P","751.5516",NA,NA,NA,NA,NA,NA
"1772","PE(P-18:0/22:3)/PE(O-18:1/22:3)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C45H84NO7P","781.598542",NA,NA,NA,NA,NA,NA
"1773","PE(P-18:0/22:4)/PE(O-18:1/22:4)","Glycerophospholipids","Glycerophosphoethanolamines","O-PE","C45H82NO7P","779.5829",NA,NA,NA,NA,NA,NA
"1774","PI(18:0_18:1)","Glycerophospholipids","Glycerophosphoinositols","PI","C45H85O13P","864.5728",NA,NA,NA,NA,NA,NA
"1775","PI(18:0_18:2)","Glycerophospholipids","Glycerophosphoinositols","PI","C45H83O13P","862.5571",NA,NA,NA,NA,NA,NA
